iteration_number time radius radius_size sum_phi r_dot velocity_top max_velocity RMS_velocity thickness_boundary porosity_center
0 5.0000e+01 5.0000e-01 26 4.0000e-01 1.0000e-02 -2.1337e-05 -9.7326e-07 -1.8643e-05 0.0000e+00 0.0000e+00
1 5.0200e+01 5.0000e-01 26 3.9999e-01 1.0000e-02 -2.1337e-05 -9.7326e-07 -1.8643e-05 1.1054e+04 3.9999e-01
2 5.0400e+01 5.0000e-01 26 3.9997e-01 1.0000e-02 -2.1335e-05 -9.7319e-07 -1.8641e-05 5.5271e+03 3.9997e-01
3 5.0600e+01 5.0000e-01 26 3.9996e-01 1.0000e-02 -2.1333e-05 -9.7312e-07 -1.8639e-05 3.6846e+03 3.9996e-01
4 5.0800e+01 5.0000e-01 26 3.9994e-01 1.0000e-02 -2.1331e-05 -9.7306e-07 -1.8638e-05 2.7634e+03 3.9994e-01
5 5.1000e+01 5.0000e-01 26 3.9993e-01 1.0000e-02 -2.1329e-05 -9.7299e-07 -1.8636e-05 2.2107e+03 3.9993e-01
6 5.1200e+01 5.0000e-01 26 3.9991e-01 1.0000e-02 -2.1327e-05 -9.7292e-07 -1.8634e-05 1.8422e+03 3.9991e-01
7 5.1400e+01 5.0000e-01 26 3.9990e-01 1.0000e-02 -2.1326e-05 -9.7285e-07 -1.8633e-05 1.5790e+03 3.9990e-01
8 5.1600e+01 5.0000e-01 26 3.9988e-01 1.0000e-02 -2.1324e-05 -9.7279e-07 -1.8631e-05 1.3816e+03 3.9988e-01
9 5.1800e+01 5.0000e-01 26 3.9987e-01 1.0000e-02 -2.1322e-05 -9.7272e-07 -1.8629e-05 1.2281e+03 3.9987e-01
10 5.2000e+01 5.2000e-01 27 3.9987e-01 1.0000e-02 -2.3777e-05 -1.0416e-06 -2.0773e-05 1.1960e+03 3.9987e-01
11 5.2200e+01 5.2000e-01 27 3.9985e-01 1.0000e-02 -2.3775e-05 -1.0416e-06 -2.0771e-05 7.4652e+02 3.9985e-01
12 5.2400e+01 5.2000e-01 27 3.9983e-01 1.0000e-02 -2.3773e-05 -1.0415e-06 -2.0769e-05 6.8512e+02 3.9983e-01
13 5.2600e+01 5.2000e-01 27 3.9982e-01 1.0000e-02 -2.3771e-05 -1.0414e-06 -2.0767e-05 6.6754e+02 3.9982e-01
14 5.2800e+01 5.2000e-01 27 3.9980e-01 1.0000e-02 -2.3769e-05 -1.0413e-06 -2.0765e-05 6.2037e+02 3.9980e-01
15 5.3000e+01 5.2000e-01 27 3.9979e-01 1.0000e-02 -2.3766e-05 -1.0413e-06 -2.0763e-05 5.7942e+02 3.9979e-01
16 5.3200e+01 5.2000e-01 27 3.9977e-01 1.0000e-02 -2.3764e-05 -1.0412e-06 -2.0761e-05 5.4354e+02 3.9977e-01
17 5.3400e+01 5.2000e-01 27 3.9976e-01 1.0000e-02 -2.3762e-05 -1.0411e-06 -2.0759e-05 5.1184e+02 3.9976e-01
18 5.3600e+01 5.2000e-01 27 3.9974e-01 1.0000e-02 -2.3760e-05 -1.0410e-06 -2.0757e-05 4.8364e+02 3.9974e-01
19 5.3800e+01 5.2000e-01 27 3.9972e-01 1.0000e-02 -2.3758e-05 -1.0409e-06 -2.0755e-05 4.8525e+02 3.9972e-01
20 5.4000e+01 5.4000e-01 28 3.9974e-01 1.0000e-02 -2.6365e-05 -1.1109e-06 -2.3030e-05 4.7055e+02 3.9974e-01
21 5.4200e+01 5.4000e-01 28 3.9972e-01 1.0000e-02 -2.6362e-05 -1.1108e-06 -2.3027e-05 4.4425e+02 3.9972e-01
22 5.4400e+01 5.4000e-01 28 3.9970e-01 1.0000e-02 -2.6359e-05 -1.1107e-06 -2.3025e-05 4.2074e+02 3.9970e-01
23 5.4600e+01 5.4000e-01 28 3.9968e-01 1.0000e-02 -2.6357e-05 -1.1107e-06 -2.3023e-05 3.9958e+02 3.9968e-01
24 5.4800e+01 5.4000e-01 28 3.9967e-01 1.0000e-02 -2.6354e-05 -1.1106e-06 -2.3020e-05 3.8046e+02 3.9967e-01
25 5.5000e+01 5.4000e-01 28 3.9965e-01 1.0000e-02 -2.6351e-05 -1.1105e-06 -2.3018e-05 3.3243e+02 3.9965e-01
26 5.5200e+01 5.4000e-01 28 3.9963e-01 1.0000e-02 -2.6349e-05 -1.1104e-06 -2.3016e-05 3.1988e+02 3.9963e-01
27 5.5400e+01 5.4000e-01 28 3.9962e-01 1.0000e-02 -2.6346e-05 -1.1103e-06 -2.3013e-05 3.0823e+02 3.9962e-01
28 5.5600e+01 5.4000e-01 28 3.9960e-01 1.0000e-02 -2.6344e-05 -1.1102e-06 -2.3011e-05 2.9741e+02 3.9960e-01
29 5.5800e+01 5.4000e-01 28 3.9958e-01 1.0000e-02 -2.6341e-05 -1.1101e-06 -2.3008e-05 2.8732e+02 3.9958e-01
30 5.6000e+01 5.6000e-01 29 3.9961e-01 1.0000e-02 -2.9100e-05 -1.1810e-06 -2.5415e-05 2.9577e+02 3.9961e-01
31 5.6200e+01 5.6000e-01 29 3.9959e-01 1.0000e-02 -2.9097e-05 -1.1809e-06 -2.5412e-05 2.8532e+02 3.9959e-01
32 5.6400e+01 5.6000e-01 29 3.9957e-01 1.0000e-02 -2.9094e-05 -1.1808e-06 -2.5409e-05 2.7559e+02 3.9957e-01
33 5.6600e+01 5.6000e-01 29 3.9955e-01 1.0000e-02 -2.9091e-05 -1.1807e-06 -2.5407e-05 2.6649e+02 3.9955e-01
