iteration_number time radius radius_size sum_phi r_dot velocity_top max_velocity RMS_velocity thickness_boundary porosity_center
64 1.3961e-01 1.5250e+00 62 4.0000e-01 1.0954e+01 -3.0009e-04 -5.2442e-06 -2.5902e-04 9.2818e+04 4.0000e-01
65 1.3983e-01 1.5250e+00 62 4.0000e-01 1.0954e+01 -3.0008e-04 -5.2442e-06 -2.5902e-04 9.1467e+04 4.0000e-01
66 1.4006e-01 1.5250e+00 62 4.0000e-01 1.0954e+01 -3.0008e-04 -5.2442e-06 -2.5902e-04 9.0155e+04 4.0000e-01
67 1.4029e-01 1.5250e+00 62 4.0000e-01 1.0954e+01 -3.0008e-04 -5.2442e-06 -2.5902e-04 8.8880e+04 4.0000e-01
68 1.4052e-01 1.5250e+00 62 4.0000e-01 1.0954e+01 -3.0008e-04 -5.2442e-06 -2.5902e-04 8.7640e+04 4.0000e-01
69 1.4075e-01 1.5250e+00 62 4.0000e-01 1.0954e+01 -3.0008e-04 -5.2442e-06 -2.5902e-04 8.6435e+04 4.0000e-01
70 1.4098e-01 1.5250e+00 62 4.0000e-01 1.0954e+01 -3.0008e-04 -5.2442e-06 -2.5902e-04 8.5262e+04 4.0000e-01
71 1.4120e-01 1.5250e+00 62 4.0000e-01 1.0954e+01 -3.0008e-04 -5.2442e-06 -2.5902e-04 8.4121e+04 4.0000e-01
72 1.4143e-01 1.5250e+00 62 4.0000e-01 1.0954e+01 -3.0008e-04 -5.2442e-06 -2.5902e-04 8.3010e+04 4.0000e-01
73 1.4166e-01 1.5500e+00 63 4.0000e-01 1.0954e+01 -3.0925e-04 -5.3071e-06 -2.6682e-04 7.9984e+04 4.0000e-01
74 1.4189e-01 1.5500e+00 63 4.0000e-01 1.0954e+01 -3.0925e-04 -5.3071e-06 -2.6682e-04 7.8938e+04 4.0000e-01
75 1.4212e-01 1.5500e+00 63 4.0000e-01 1.0954e+01 -3.0925e-04 -5.3071e-06 -2.6682e-04 7.7918e+04 4.0000e-01
76 1.4234e-01 1.5500e+00 63 4.0000e-01 1.0954e+01 -3.0925e-04 -5.3071e-06 -2.6682e-04 7.6925e+04 4.0000e-01
77 1.4257e-01 1.5500e+00 63 4.0000e-01 1.0954e+01 -3.0925e-04 -5.3071e-06 -2.6682e-04 7.5956e+04 4.0000e-01
78 1.4280e-01 1.5500e+00 63 4.0000e-01 1.0954e+01 -3.0925e-04 -5.3071e-06 -2.6682e-04 7.5012e+04 4.0000e-01
79 1.4303e-01 1.5500e+00 63 4.0000e-01 1.0954e+01 -3.0925e-04 -5.3071e-06 -2.6682e-04 7.4091e+04 4.0000e-01
80 1.4326e-01 1.5500e+00 63 4.0000e-01 1.0954e+01 -3.0925e-04 -5.3071e-06 -2.6682e-04 7.3192e+04 4.0000e-01
81 1.4349e-01 1.5500e+00 63 4.0000e-01 1.0954e+01 -3.0925e-04 -5.3071e-06 -2.6682e-04 7.2315e+04 4.0000e-01
82 1.4371e-01 1.5500e+00 63 4.0000e-01 1.0954e+01 -3.0925e-04 -5.3071e-06 -2.6682e-04 7.1458e+04 4.0000e-01
83 1.4394e-01 1.5750e+00 64 4.0000e-01 1.0954e+01 -3.1846e-04 -5.3682e-06 -2.7466e-04 6.8639e+04 4.0000e-01
84 1.4417e-01 1.5750e+00 64 4.0000e-01 1.0954e+01 -3.1846e-04 -5.3682e-06 -2.7466e-04 6.7836e+04 4.0000e-01
85 1.4440e-01 1.5750e+00 64 4.0000e-01 1.0954e+01 -3.1846e-04 -5.3682e-06 -2.7466e-04 6.7051e+04 4.0000e-01
86 1.4463e-01 1.5750e+00 64 4.0000e-01 1.0954e+01 -3.1846e-04 -5.3682e-06 -2.7466e-04 6.6284e+04 4.0000e-01
87 1.4485e-01 1.5750e+00 64 4.0000e-01 1.0954e+01 -3.1846e-04 -5.3682e-06 -2.7466e-04 6.5535e+04 4.0000e-01
88 1.4508e-01 1.5750e+00 64 4.0000e-01 1.0954e+01 -3.1846e-04 -5.3682e-06 -2.7466e-04 6.5816e+04 4.0000e-01
89 1.4531e-01 1.5750e+00 64 4.0000e-01 1.0954e+01 -3.1846e-04 -5.3682e-06 -2.7466e-04 6.5104e+04 4.0000e-01
90 1.4554e-01 1.5750e+00 64 4.0000e-01 1.0954e+01 -3.1846e-04 -5.3682e-06 -2.7466e-04 6.4406e+04 4.0000e-01
91 1.4577e-01 1.5750e+00 64 4.0000e-01 1.0954e+01 -3.1846e-04 -5.3682e-06 -2.7466e-04 6.3724e+04 4.0000e-01
92 1.4600e-01 1.5750e+00 64 4.0000e-01 1.0954e+01 -3.1846e-04 -5.3682e-06 -2.7466e-04 6.3056e+04 4.0000e-01
93 1.4622e-01 1.6000e+00 65 4.0000e-01 1.0954e+01 -3.2771e-04 -5.4275e-06 -2.8253e-04 6.0396e+04 4.0000e-01
94 1.4645e-01 1.6000e+00 65 4.0000e-01 1.0954e+01 -3.2771e-04 -5.4275e-06 -2.8253e-04 5.9772e+04 4.0000e-01
95 1.4668e-01 1.6000e+00 65 4.0000e-01 1.0954e+01 -3.2771e-04 -5.4275e-06 -2.8253e-04 5.9160e+04 4.0000e-01
96 1.4691e-01 1.6000e+00 65 4.0000e-01 1.0954e+01 -3.2771e-04 -5.4275e-06 -2.8253e-04 5.8561e+04 4.0000e-01
97 1.4714e-01 1.6000e+00 65 4.0000e-01 1.0954e+01 -3.2771e-04 -5.4275e-06 -2.8253e-04 5.7974e+04 4.0000e-01
98 1.4737e-01 1.6000e+00 65 4.0000e-01 1.0954e+01 -3.2771e-04 -5.4275e-06 -2.8253e-04 5.7398e+04 4.0000e-01
