Nmax,Ric_adim,delta,exp,folder,phi_r,phi_top,remarks,sum_phi,tau_ic,dot_r
2000,53.79081867144058,0.063166,1.0,exp_1.00e+00_coeff_5.68e-04_radius_5.38e+01,0.009555068952383006,0.0005851567195547247,,0.002769,94775.52362967416,0.00056756023719397
2001,5.986362257565217,0.12584,1.0,exp_1.00e+00_coeff_3.11e-03_radius_5.99e+00,0.01852488660022744,0.004296064703549596,,0.043372,1921.9081736445567,0.0031148013935614555
20000,501.18723362727246,0.65678,1.0,exp_1.00e+00_coeff_3.16e-02_radius_5.01e+02,0.08383011504869076,0.06005263262445981,,0.076751,15848.93192461114,0.03162277660168379
2000,224.36019668963286,226580.0,1.0,exp_1.00e+00_coeff_1.74e+02_radius_2.24e+02,0.3996265120449626,0.3999609021309337,,0.3999,1.2877006177596162,174.23319799285497
2000,5.894708824192928,0.018831999999999998,1.0,exp_1.00e+00_coeff_7.64e-05_radius_5.89e+00,0.0011629196191836886,8.308030481707362e-05,,0.006567399999999999,77147.36512343842,7.64084271026132e-05
2000,0.07864563512723807,7.0723,1.0,exp_1.00e+00_coeff_3.41e-02_radius_7.86e-02,0.3966614696442553,0.3995472756472177,,0.39888,2.304355139523528,0.034129129567892755
2000,116.79682388302814,3.2616,1.0,exp_1.00e+00_coeff_7.19e-02_radius_1.17e+02,0.1324155326382065,0.1885975194137388,,0.18069000000000002,1625.1769779685546,0.07186714152757831
2000,12.218936379002539,933.32,1.0,exp_1.00e+00_coeff_1.30e+01_radius_1.22e+01,0.3953588753590548,0.3995595112166197,,0.39876999999999996,0.937996805562049,13.026628989083747
14995,1130.4397410361796,0.35785,1.0,exp_1.00e+00_coeff_1.67e-02_radius_1.13e+03,0.058874604457250235,0.0255274310399225,,0.036318,67786.77971318182,0.01667640424606797
2001,0.0009379025569332315,54.575,1.0,exp_1.00e+00_coeff_3.15e-03_radius_9.38e-04,0.3999955556766006,0.3999996839574772,,0.4,0.2979799399411431,0.00314753589492798
2001,0.06517642091558146,38709.0,1.0,exp_1.00e+00_coeff_1.55e+02_radius_6.52e-02,0.3999994918262665,0.3999999305521533,,0.4,0.00042086527019276175,154.8629110825177
5000,265.3959442632031,0.087489,1.0,exp_1.00e+00_coeff_1.23e-03_radius_2.65e+02,0.01480470840978554,0.0012435816624145613,,0.0024335999999999997,215389.84030277524,0.0012321655649594886
2001,505.51273633184803,8443.9,1.0,exp_1.00e+00_coeff_2.83e+00_radius_5.06e+02,0.37914837588746375,0.3987691935998722,,0.39392,178.42665964262264,2.833168189912641
2001,50.28173128285421,145430.0,1.0,exp_1.00e+00_coeff_4.99e+02_radius_5.03e+01,0.3998703424812867,0.3999868010060539,,0.39997,0.10080003460272532,498.8265279969928
2000,1.3924311127974305,0.36045,1.0,exp_1.00e+00_coeff_1.60e-02_radius_1.39e+00,0.03665143365344237,0.3476332598333175,,0.24216,87.19636171797085,0.015968912984020246
2001,99.41881221826364,8995.9,1.0,exp_1.00e+00_coeff_1.56e+01_radius_9.94e+01,0.3960754466848351,0.3997885015187741,,0.3989,6.38795626971913,15.563477271993747
2000,0.004504419412026891,111670.0,1.0,exp_1.00e+00_coeff_3.10e+01_radius_4.50e-03,0.3999999878620498,0.39999999834023015,,0.4,0.0001451962845926849,31.022966081143284
2001,25.363823300255163,4.4526,1.0,exp_1.00e+00_coeff_8.57e-02_radius_2.54e+01,0.1490875831204751,0.33861123048407915,,0.22905999999999999,295.9173636956253,0.08571252116974078
2000,26.177564909756793,72015.0,1.0,exp_1.00e+00_coeff_4.74e+02_radius_2.62e+01,0.39986529062080267,0.3999866973900429,,0.39996,0.055253997961658204,473.7677973623176
2001,0.02074668227366976,75.62100000000001,1.0,exp_1.00e+00_coeff_9.65e-02_radius_2.07e-02,0.3999290604110154,0.39999495224552095,,0.39997,0.21506036320091956,0.09646911204314869
2000,0.08178764103584202,43.648999999999994,1.0,exp_1.00e+00_coeff_2.19e-01_radius_8.18e-02,0.3994350293732698,0.3999229192594556,,0.39981,0.37349469047259926,0.21897939414440543
2001,0.7499868865223398,2.6754,1.0,exp_1.00e+00_coeff_1.04e-01_radius_7.50e-01,0.3341788386635699,0.3961664886820896,,0.37666,7.212380328396043,0.10398604238458524
2001,0.0035866282317923884,307440.0,1.0,exp_1.00e+00_coeff_6.79e+01_radius_3.59e-03,0.3999999964826094,0.3999999995189401,,0.4,5.285232250382464e-05,67.86131738170718
2001,3.316851039494697,144.02,1.0,exp_1.00e+00_coeff_6.16e+00_radius_3.32e+00,0.3934684155747567,0.3996909005243696,,0.39802,0.538375611824716,6.160849352467688
2001,0.009628479680954961,53375.0,1.0,exp_1.00e+00_coeff_3.16e+01_radius_9.63e-03,0.3999999455410829,0.3999999925558506,,0.4,0.0003048494140408667,31.584379819946815
2000,29.377151200640363,0.93134,1.0,exp_1.00e+00_coeff_4.02e-02_radius_2.94e+01,0.09568120332778518,0.0819421130260285,,0.12402,731.3458708002669,0.040168615662647754
2000,1.2249598735894391,1.8228,1.0,exp_1.00e+00_coeff_9.28e-02_radius_1.22e+00,0.24627006345119665,0.3841472654647807,,0.35294000000000003,13.202180706671731,0.09278466192864675
2001,0.009105862179541244,827.71,1.0,exp_1.00e+00_coeff_4.63e-01_radius_9.11e-03,0.3999971548510314,0.3999997975164696,,0.4,0.01964639659435895,0.46348764954463967
2000,0.3309858643504588,53398.0,1.0,exp_1.00e+00_coeff_1.04e+03_radius_3.31e-01,0.3999981313838759,0.39999974890923,,0.4,0.0003171967107175718,1043.4719313504
2000,0.004362251213836745,659.16,1.0,exp_1.00e+00_coeff_1.77e-01_radius_4.36e-03,0.3999980022761983,0.3999997268023287,,0.4,0.024678472647658354,0.17676341952428984
2000,486.90345633204237,558720.0,1.0,exp_1.00e+00_coeff_2.10e+02_radius_4.87e+02,0.3996898833258934,0.3999674020677929,,0.39992,2.3186136862536606,209.99766335321038
2000,12.480751813299248,0.21334,1.0,exp_1.00e+00_coeff_7.78e-03_radius_1.25e+01,0.03692485642758892,0.010411645267166314,,0.043947,1604.958371733461,0.00777637104681987
4997,432.8784491921057,0.31040999999999996,1.0,exp_1.00e+00_coeff_1.37e-02_radius_4.33e+02,0.052978990008839655,0.01995838207004985,,0.029738999999999998,31581.004233230924,0.013706924770194986
2000,51.50168768468011,0.35551,1.0,exp_1.00e+00_coeff_1.63e-02_radius_5.15e+01,0.058223510914788064,0.025245651629671958,,0.045889,3161.7850543849954,0.016288801040808827
2000,0.08095494490736961,0.11775,1.0,exp_1.00e+00_coeff_5.93e-04_radius_8.10e-02,0.24272969558289406,0.3830167860581632,,0.35106,136.54556707577942,0.0005928786019281139
2001,0.018079318885610794,151280.0,1.0,exp_1.00e+00_coeff_1.68e+02_radius_1.81e-02,0.3999999690770421,0.3999999977993369,,0.4,0.0001075566624652519,168.09111096629314
2000,12.56838670337444,5716.7,1.0,exp_1.00e+00_coeff_7.78e+01_radius_1.26e+01,0.39921494120026135,0.3999259547335755,,0.39979000000000003,0.1616314159256954,77.75955331080148
2001,0.06825077202018953,3.8446,1.0,exp_1.00e+00_coeff_1.61e-02_radius_6.83e-02,0.3954418000811519,0.3996795136488587,,0.39821999999999996,4.233735852952635,0.016120696800815053
2000,0.008945520954030535,139.83,1.0,exp_1.00e+00_coeff_7.69e-02_radius_8.95e-03,0.39998068952283294,0.3999973592826621,,0.39999,0.11633477039863792,0.07689464571406651
2000,0.33339574419041623,0.079603,1.0,exp_1.00e+00_coeff_1.13e-03_radius_3.33e-01,0.012351826770299223,0.34784845311278806,,0.23798000000000002,295.66707397114834,0.0011276052477285634
2001,508.38581441032846,254170.0,1.0,exp_1.00e+00_coeff_8.62e+01_radius_5.08e+02,0.3992454407297653,0.399920562617816,,0.3998,5.8955948404813325,86.23147081267587
1999,23.016320696010165,0.054612,1.0,exp_1.00e+00_coeff_6.41e-04_radius_2.30e+01,0.009270079927153565,0.0007057104569725414,,0.005771,35901.06481674437,0.000641104123610152
2000,0.0018881913458878,5.5153,1.0,exp_1.00e+00_coeff_6.40e-04_radius_1.89e-03,0.3998966727906113,0.3999858723206752,,0.39997,2.9493625309581377,0.0006402032052920931
2001,0.08418617462770557,112.39,1.0,exp_1.00e+00_coeff_5.80e-01_radius_8.42e-02,0.3997740553944796,0.39996916298437935,,0.39992,0.14509792820002995,0.5802024582435643
2001,0.008660879876117666,0.5291600000000001,1.0,exp_1.00e+00_coeff_2.82e-04_radius_8.66e-03,0.3957950097969076,0.3997038610118249,,0.39836,30.712617986213004,0.00028199744743367575
2000,0.721064928523781,27191.0,1.0,exp_1.00e+00_coeff_1.01e+03_radius_7.21e-01,0.3999920332760944,0.3999989870815917,,0.4,0.000713750717369133,1010.2475710029518
2001,26.868888445193335,14249.0,1.0,exp_1.00e+00_coeff_9.13e+01_radius_2.69e+01,0.3993386466449785,0.399967927478268,,0.39982,0.29429583501870643,91.29890826856403
2001,114.87979114148021,310.15,1.0,exp_1.00e+00_coeff_4.35e-01_radius_1.15e+02,0.28870661464471525,0.3816709432781316,,0.36080999999999996,263.95608722217264,0.4352231174149265
2001,0.07681335195503174,0.23045,1.0,exp_1.00e+00_coeff_1.10e-03_radius_7.68e-02,0.3129535359408534,0.3897822570322578,,0.37232,69.93793981605103,0.0010983073301424698
2000,0.00846990860864276,356230.0,1.0,exp_1.00e+00_coeff_1.84e+02_radius_8.47e-03,0.3999999927715856,0.3999999990111419,,0.4,4.5986173960759734e-05,184.1838074172072
2000,53.08059769039449,4244.0,1.0,exp_1.00e+00_coeff_1.37e+01_radius_5.31e+01,0.3953339907641397,0.3995177391855583,,0.39876,3.862291340742171,13.74329200142489
2000,0.0022113031076441275,1306.1,1.0,exp_1.00e+00_coeff_1.78e-01_radius_2.21e-03,0.39999948899793697,0.3999999301533874,,0.4,0.012453993996780193,0.17755774639170607
2000,6.276184528203334,15273.0,1.0,exp_1.00e+00_coeff_4.02e+02_radius_6.28e+00,0.39986325409667606,0.3999874832852723,,0.39996,0.015601652909816568,402.2768974852886
2000,2.865369534540409,1.5192,1.0,exp_1.00e+00_coeff_7.60e-02_radius_2.87e+00,0.13141052371464934,0.36492993032579146,,0.29604,37.7108249477196,0.07598267973487226
2000,0.19796571496084855,0.021741999999999997,1.0,exp_1.00e+00_coeff_9.46e-05_radius_1.98e-01,0.00025705338062909094,0.28600550570632943,,0.15238,2093.4971048294296,9.456221100290371e-05
2000,55.061479514835945,731.72,1.0,exp_1.00e+00_coeff_2.25e+00_radius_5.51e+01,0.3727872931144318,0.39697736796629335,,0.39244,24.516531264499147,2.2458919216915088
2001,0.5711291832918081,0.020613999999999997,1.0,exp_1.00e+00_coeff_8.95e-05_radius_5.71e-01,0.0004501701955026416,0.2326750634841284,,0.063765,6382.919719593939,8.947773250830444e-05
1994,3.214439528689856,0.031729,1.0,exp_1.00e+00_coeff_2.19e-04_radius_3.21e+00,0.0021728405694273483,0.00024001469551848678,,0.019761,14671.055967436101,0.00021910076110571937
20001,501.18723362727246,0.24597,1.0,exp_1.00e+00_coeff_1.00e-02_radius_5.01e+02,0.04719063003321389,,,0.020811,50118.72336272724,0.01
2001,0.0009943661811535906,17.479,1.0,exp_1.00e+00_coeff_1.07e-03_radius_9.94e-04,0.39998283392944345,0.3999976523761151,,0.39999,0.930364170842841,0.0010687924280798223
2001,1.6102236800849807,2.9213,1.0,exp_1.00e+00_coeff_1.57e-01_radius_1.61e+00,0.2794451490334923,0.39392963665859904,,0.36007,10.255821004561339,0.15700582911585761
2000,0.0020454276014509236,1.7997,1.0,exp_1.00e+00_coeff_2.26e-04_radius_2.05e-03,0.3996571496384545,0.3999531458378379,,0.39988,9.037214775184667,0.00022633384868394113
2001,0.702292620144733,2132.9,1.0,exp_1.00e+00_coeff_7.78e+01_radius_7.02e-01,0.3999139048817174,0.39999430687212656,,0.39997,0.009024649724152057,77.81937710726157
20001,501.18723362727246,171.68,1.0,exp_1.00e+00_coeff_1.00e-01_radius_5.01e+02,0.15695144008452622,0.2485274361471552,,0.22901999999999997,5011.872336272724,0.1
2000,3.2899973422703086,53.673,1.0,exp_1.00e+00_coeff_2.31e+00_radius_3.29e+00,0.3815271951692543,0.3982328292920319,,0.39478,1.4226177760747416,2.31263618211492
2001,0.04205502948642203,0.9618200000000001,1.0,exp_1.00e+00_coeff_2.49e-03_radius_4.21e-02,0.3888905174857967,0.3992308938087541,,0.3957,16.887471111660638,0.0024903094849638816
2000,104.49089747477578,0.11935,1.0,exp_1.00e+00_coeff_1.98e-04_radius_1.04e+02,0.004328899982899537,0.0001033270101894468,,0.00091984,528351.4553916149,0.0001977677858336303
2001,0.30244044835714995,24794.0,1.0,exp_1.00e+00_coeff_4.46e+02_radius_3.02e-01,0.3999963225281987,0.399999504377396,,0.4,0.0006787004757910417,445.61696822836075
2001,0.1423439807083723,0.072642,1.0,exp_1.00e+00_coeff_6.03e-04_radius_1.42e-01,0.09423188188849264,0.3684218601600709,,0.30054000000000003,236.11865608453954,0.0006028493600158713
1999,1.5221706291455284,0.0208,1.0,exp_1.00e+00_coeff_9.40e-05_radius_1.52e+00,0.0008045895458823615,0.000105754680355008,,0.026629000000000003,16195.145649969132,9.398931396139865e-05
2001,1.5762606014179963,119.36,1.0,exp_1.00e+00_coeff_6.09e+00_radius_1.58e+00,0.3960234516300093,0.3995634895043653,,0.39879000000000003,0.2588719939376333,6.088957625125507
2001,15.13055701778987,93.709,1.0,exp_1.00e+00_coeff_1.03e+00_radius_1.51e+01,0.3462429162271806,0.39410881196732617,,0.38442,14.663673835383534,1.0318394413056122
2000,1.6013907198299404,4.6174,1.0,exp_1.00e+00_coeff_2.45e-01_radius_1.60e+00,0.3101875216795985,0.39071114026766496,,0.37294,6.5245402709928175,0.24544115804595412
2000,0.17454185177219209,46.843999999999994,1.0,exp_1.00e+00_coeff_4.97e-01_radius_1.75e-01,0.3988776307999185,0.3998476319325977,,0.39962,0.3512057084633848,0.49697897148613424
2000,0.00446501641927241,298.75,1.0,exp_1.00e+00_coeff_8.20e-02_radius_4.47e-03,0.3999954884740729,0.3999993830212123,,0.4,0.05445066501269655,0.08200113659275379
1999,29.049561271432758,0.07600900000000001,1.0,exp_1.00e+00_coeff_1.22e-03_radius_2.90e+01,0.014039915350823828,0.0013675755977269333,,0.007240100000000001,23835.84192852539,0.0012187344318921615
2000,0.6145685056388258,0.020839,1.0,exp_1.00e+00_coeff_9.18e-05_radius_6.15e-01,0.0004786396111339241,0.022498248354502648,,0.059999000000000004,6695.43723925449,9.17891518772948e-05
2000,6.470840299344867,8.081,1.0,exp_1.00e+00_coeff_2.19e-01_radius_6.47e+00,0.2320147729419068,0.3777039659273597,,0.3391,29.585489068204385,0.2187166919711021
2001,24.40315187540611,4169.1,1.0,exp_1.00e+00_coeff_2.94e+01_radius_2.44e+01,0.3979567680942775,0.3999015287396061,,0.39943,0.8308511849380041,29.37126686197963
2000,0.3291965718733629,4.8464,1.0,exp_1.00e+00_coeff_9.45e-02_radius_3.29e-01,0.380150599331476,0.3974322847503693,,0.39346,3.4820292210776667,0.09454158795700128
2000,54.44673368993427,298810.0,1.0,exp_1.00e+00_coeff_9.47e+02_radius_5.44e+01,0.3999316121100157,0.3999930247959164,,0.39998,0.05751510622002936,946.6510151549273
2000,0.08607664327138616,14290.0,1.0,exp_1.00e+00_coeff_7.54e+01_radius_8.61e-02,0.3999981820941442,0.3999997517021792,,0.4,0.0011413743766576323,75.4149077040353
2001,0.008722835269803077,1532000.0,1.0,exp_1.00e+00_coeff_8.15e+02_radius_8.72e-03,0.3999999985146895,0.3999999998943994,,0.4,1.0708057755030963e-05,814.604802229875
2001,0.01645105281410381,1082700.0,1.0,exp_1.00e+00_coeff_1.10e+03_radius_1.65e-02,0.3999999960714933,0.3999999997204145,,0.4,1.5016295834608868e-05,1095.5466644569015
2000,0.0038015805477421105,80637.0,1.0,exp_1.00e+00_coeff_1.89e+01_radius_3.80e-03,0.3999999857863793,0.3999999980571837,,0.4,0.00020150266060027958,18.866155595251907
2001,0.4075883724811583,0.08686,1.0,exp_1.00e+00_coeff_1.37e-03_radius_4.08e-01,0.011575228812061966,0.3768891055458217,,0.22607,296.81246089048943,0.001373218534216258
2001,0.015772002865831265,2698.7,1.0,exp_1.00e+00_coeff_2.62e+00_radius_1.58e-02,0.3999982364668563,0.3999997588283102,,0.4,0.0060262450890144195,2.617218953570762
2001,0.3256239486116015,10755.0,1.0,exp_1.00e+00_coeff_2.07e+02_radius_3.26e-01,0.3999921473663853,0.3999994510281959,,0.4,0.0015729200965619208,207.01874769312715
2001,0.08336899623896638,0.23561999999999997,1.0,exp_1.00e+00_coeff_1.22e-03_radius_8.34e-02,0.3199152173097266,0.3951989605342653,,0.37093000000000004,68.39355480759875,0.001218959834351289
2001,0.9110177903513982,0.42748,1.0,exp_1.00e+00_coeff_1.80e-02_radius_9.11e-01,0.10280143099257276,0.3853655197203798,,0.29384,50.5903429347859,0.01800774095415318
2000,0.1652660118057475,3.6584,1.0,exp_1.00e+00_coeff_3.69e-02_radius_1.65e-01,0.38665379253312415,0.39823136018473615,,0.39555999999999997,4.4828426573753655,0.036866342282579276
2001,0.004567110523322617,2.1761,1.0,exp_1.00e+00_coeff_6.11e-04_radius_4.57e-03,0.3993671954557154,0.3999135666829967,,0.39979000000000003,7.474071500275107,0.0006110605876802905
2000,1.3065631957442412,0.15055,1.0,exp_1.00e+00_coeff_4.02e-03_radius_1.31e+00,0.01038144298095911,0.2885524487571215,,0.15742,325.37825059651817,0.004015520992410863
2001,0.03694290837820061,0.10945,1.0,exp_1.00e+00_coeff_2.51e-04_radius_3.69e-02,0.3120021429037291,0.3896796714025943,,0.37203,147.0035785395525,0.00025130618414340725
2000,107.26841425274016,0.086715,1.0,exp_1.00e+00_coeff_3.03e-04_radius_1.07e+02,0.006811280495278238,0.0001988068956731981,,0.0011450999999999998,354023.37009050074,0.00030299811626932594
2001,0.0010580062407797629,7933.2,1.0,exp_1.00e+00_coeff_5.16e-01_radius_1.06e-03,0.3999999597681315,0.3999999944976935,,0.4,0.002049278797266232,0.5162822365561771
2000,0.004654574687129985,2065800.0,1.0,exp_1.00e+00_coeff_5.86e+02_radius_4.65e-03,0.3999999993144544,0.3999999999062917,,0.4,7.938245803991305e-06,586.3480171890988
5000,226.44249987366578,0.054230999999999994,1.0,exp_1.00e+00_coeff_4.53e-04_radius_2.26e+02,0.008833608739692966,0.0003883251618141959,,0.0010295,499763.1033862659,0.000453099675304859
2000,55.55858417155926,0.089929,1.0,exp_1.00e+00_coeff_1.36e-03_radius_5.56e+01,0.015419260897076459,0.001504990531139172,,0.005212,40763.03276252104,0.0013629649318595786
15000,1222.9269158076015,0.50795,1.0,exp_1.00e+00_coeff_2.41e-04_radius_1.22e+03,0.006027070817958391,7.867794886462498e-05,,0.00023785,5067036.9260193985,0.00024134951721544248
2001,0.6669434201000275,0.05304299999999999,1.0,exp_1.00e+00_coeff_5.63e-04_radius_6.67e-01,0.001756267205253681,0.343451439364348,,0.12117,1183.827237896137,0.000563379012367801
2001,0.009388960010860061,1.8312,1.0,exp_1.00e+00_coeff_1.06e-03_radius_9.39e-03,0.3986767805220031,0.3999062206050909,,0.39948,8.879566836857252,0.0010573668945075589
4995,460.6947063174097,2671.0,1.0,exp_1.00e+00_coeff_9.51e-01_radius_4.61e+02,0.3400950633602703,0.39219851761942615,,0.38189,484.56647325977514,0.9507358262288035
5000,430.67147024612734,3.3485,1.0,exp_1.00e+00_coeff_9.47e-05_radius_4.31e+02,0.001688942514984082,1.0481688362373733e-05,,0.00026753,4545659.121436199,9.474345936218307e-05
2001,1.220255234442494,1.6671,1.0,exp_1.00e+00_coeff_8.49e-02_radius_1.22e+00,0.2361315393742206,0.3831496273990936,,0.34979,14.380052053433067,0.084857497727289
2001,6.136164217682235,35985.0,1.0,exp_1.00e+00_coeff_9.67e+02_radius_6.14e+00,0.3999434084345184,0.3999948173806799,,0.39998,0.0063452719210450115,967.0451154868177
2000,0.021126209976301682,0.074232,1.0,exp_1.00e+00_coeff_9.74e-05_radius_2.11e-02,0.32418848153368063,0.3909495455438449,,0.37573,216.9432675312799,9.73812656954455e-05
2000,0.0017966431297445776,295250.0,1.0,exp_1.00e+00_coeff_3.27e+01_radius_1.80e-03,0.3999999981678848,0.3999999997495659,,0.4,5.496182933646884e-05,32.688925231104896
2001,1068.1476863834762,454080.0,1.0,exp_1.00e+00_coeff_7.33e+01_radius_1.07e+03,0.3991125359938149,0.3999063641000561,,0.39976,14.569228416609015,73.31532294227613
2001,5.694767275226384,522.65,1.0,exp_1.00e+00_coeff_1.50e+01_radius_5.69e+00,0.3964347059707143,0.39967223790794026,,0.39904,0.37984880337653215,14.99219485385963
2001,0.01007311563714555,8398.9,1.0,exp_1.00e+00_coeff_5.20e+00_radius_1.01e-02,0.3999996898152272,0.3999999779245881,,0.4,0.0019362372599555885,5.202418032889522
2000,26.28242513890004,144360.0,1.0,exp_1.00e+00_coeff_9.46e+02_radius_2.63e+01,0.3999325159811615,0.3999933354735724,,0.39998,0.02778406900656945,945.9530615434927
19995,501.18723362727246,0.12499,1.0,exp_1.00e+00_coeff_3.16e-03_radius_5.01e+02,0.02413868280262033,0.003733557568026513,,0.0058390000000000004,158489.3192461114,0.0031622776601683794
2000,897.4161001508548,6365.8,1.0,exp_1.00e+00_coeff_1.18e+00_radius_8.97e+02,0.3505389039777165,0.3938068324227035,,0.38535,761.6718056242255,1.1782188779002796
