,Ric_adim,tau_ic,exp,sum_phi,delta,Nmax,folder,remarks
0,128.37189380454666,260864.24811275644,1.0,0.00061522,1.3247,2000,exp_1.00e+00_coeff_4.92e-04_radius_1.28e+02,
0,2.5436079445669932,66.41461466375176,1.0,0.15905,0.28442,2000,exp_1.00e+00_coeff_3.83e-02_radius_2.54e+00,
0,1.4492724922072073,1.0062317793820432,1.0,0.38869000000000004,10.999,2000,exp_1.00e+00_coeff_1.44e+00_radius_1.45e+00,
0,0.0833210347824955,722.5294157871953,1.0,0.19884000000000002,0.013255000000000001,2000,exp_1.00e+00_coeff_1.15e-04_radius_8.33e-02,
0,21.391625013138878,3.3027637644495123,1.0,0.39361999999999997,318.33,2001,exp_1.00e+00_coeff_6.48e+00_radius_2.14e+01,
0,889.6631124938318,345273.8880929768,1.0,0.00030146,0.43465,5000,exp_1.00e+00_coeff_2.58e-03_radius_8.90e+02,
0,0.17175252710683178,1.835069034942252,1.0,0.39526999999999995,3.5596,2000,exp_1.00e+00_coeff_9.36e-02_radius_1.72e-01,
0,527.3047344115423,2.9719306468507183,1.0,0.39976,216750.0,2000,exp_1.00e+00_coeff_1.77e+02_radius_5.27e+02,
0,256.46875831361353,20051.86812570223,1.0,0.0027328000000000005,0.13537000000000002,4995,exp_1.00e+00_coeff_1.28e-02_radius_2.56e+02,
0,0.6583249849801234,0.23367236009394143,1.0,0.39801,32.224000000000004,2000,exp_1.00e+00_coeff_2.82e+00_radius_6.58e-01,
0,0.04006199241105041,5.31886792660311,1.0,0.39674,1.2181,2001,exp_1.00e+00_coeff_7.53e-03_radius_4.01e-02,
0,46.5837928725908,204.0604422675259,1.0,0.22011999999999998,11.243,2001,exp_1.00e+00_coeff_2.28e-01_radius_4.66e+01,
0,12.404224380424976,19075.799920764683,1.0,0.0052126,0.029233999999999996,1997,exp_1.00e+00_coeff_6.50e-04_radius_1.24e+01,
0,0.04044565077236832,12.667387323766912,1.0,0.39233,0.50822,2000,exp_1.00e+00_coeff_3.19e-03_radius_4.04e-02,
0,2.8731238267831594,904.1003027048514,1.0,0.045939999999999995,0.066621,2001,exp_1.00e+00_coeff_3.18e-03_radius_2.87e+00,
0,0.01726936044553062,6.223780189374974,1.0,0.39834,1.0431,2000,exp_1.00e+00_coeff_2.77e-03_radius_1.73e-02,
0,0.16392977250229301,677.1823664595722,1.0,0.16346,0.018996000000000002,2001,exp_1.00e+00_coeff_2.42e-04_radius_1.64e-01,
0,5.325627911502603,18899.736888993215,1.0,0.0080321,0.019198,2000,exp_1.00e+00_coeff_2.82e-04_radius_5.33e+00,
0,0.004513357243903232,46.02561657940847,1.0,0.39681,0.14071,2001,exp_1.00e+00_coeff_9.81e-05_radius_4.51e-03,
0,487.4152047772217,1.4033105973464972,1.0,0.39988,392300.0,2000,exp_1.00e+00_coeff_3.47e+02_radius_4.87e+02,
0,0.0041387860120262535,0.05964062194423754,1.0,0.4,109.07,2001,exp_1.00e+00_coeff_6.94e-02_radius_4.14e-03,
0,54.65909716340433,679977.0496127215,1.0,0.00060858,0.9013700000000001,2000,exp_1.00e+00_coeff_8.04e-05_radius_5.47e+01,
0,6.2144357229186795,762.9296431444882,1.0,0.036168,0.10824,2001,exp_1.00e+00_coeff_8.15e-03_radius_6.21e+00,
0,28.39021646123428,1878.855364301282,1.0,0.013793000000000001,0.14922,2001,exp_1.00e+00_coeff_1.51e-02_radius_2.84e+01,
0,0.03669122505388321,8.28849514268676e-05,1.0,0.4,78512.0,2001,exp_1.00e+00_coeff_4.43e+02_radius_3.67e-02,
0,0.0021635284269009535,0.023244851413397702,1.0,0.4,279.85,2001,exp_1.00e+00_coeff_9.31e-02_radius_2.16e-03,
0,0.008603730187945908,0.015020516693516683,1.0,0.4,433.05,2001,exp_1.00e+00_coeff_5.73e-01_radius_8.60e-03,
0,0.002259827829648739,0.06165790301547351,1.0,0.4,105.49,2001,exp_1.00e+00_coeff_3.67e-02_radius_2.26e-03,
0,23.955123861410822,37701.10572067872,1.0,0.0030186,0.029550999999999997,2000,exp_1.00e+00_coeff_6.35e-04_radius_2.40e+01,
0,993.1845179528025,23165.327099633952,1.0,0.010993000000000001,0.28374,14995,exp_1.00e+00_coeff_4.29e-02_radius_9.93e+02,
0,3.1289973204906905,5.709980987308678,1.0,0.35089000000000004,4.3272,2000,exp_1.00e+00_coeff_5.48e-01_radius_3.13e+00,
0,0.002227671534489505,0.00040503358090608057,1.0,0.4,16072.0,2001,exp_1.00e+00_coeff_5.50e+00_radius_2.23e-03,
0,218.13488490792804,436.2688406306108,1.0,0.31426,215.94,4995,exp_1.00e+00_coeff_5.00e-01_radius_2.18e+02,
0,85.4085600800595,1.0155248047320307,1.0,0.39949,16637.0,2001,exp_1.00e+00_coeff_8.41e+01_radius_8.54e+01,
0,63.913056350603476,1905.3743431988028,1.0,0.015297999999999999,0.24081999999999998,2001,exp_1.00e+00_coeff_3.35e-02_radius_6.39e+01,
0,11.440751285846103,728.1993552863075,1.0,0.030050999999999998,0.1544,2001,exp_1.00e+00_coeff_1.57e-02_radius_1.14e+01,
0,0.02952481529754681,267.40119764591975,1.0,0.32250999999999996,0.021653,2001,exp_1.00e+00_coeff_1.10e-04_radius_2.95e-02,
0,456.80844513495924,860.6365028724891,1.0,0.31895,487.12,4995,exp_1.00e+00_coeff_5.31e-01_radius_4.57e+02,
0,1132.1735405946708,14.507584645107135,1.0,0.39945,204590.0,2001,exp_1.00e+00_coeff_7.80e+01_radius_1.13e+03,
0,314.29544167876287,9.258969278484866,1.0,0.39873000000000003,24675.0,2000,exp_1.00e+00_coeff_3.39e+01_radius_3.14e+02,
0,5.425527480636004,3963.043978639364,1.0,0.016594,0.042582999999999996,2000,exp_1.00e+00_coeff_1.37e-03_radius_5.43e+00,
0,424.8367494121003,9098.139545060709,1.0,0.013286000000000001,0.30571,4995,exp_1.00e+00_coeff_4.67e-02_radius_4.25e+02,
0,0.008799422308321965,9.188839276003639e-06,1.0,0.4,707410.0,2000,exp_1.00e+00_coeff_9.58e+02_radius_8.80e-03,
0,6.691509453695145,86.43455866273614,1.0,0.13001,0.52293,2000,exp_1.00e+00_coeff_7.74e-02_radius_6.69e+00,
0,0.151760813898823,10.940025003505014,1.0,0.37740999999999997,0.57885,2001,exp_1.00e+00_coeff_1.39e-02_radius_1.52e-01,
0,0.16787430123854716,1728.281601831722,1.0,0.11463,0.011837,2000,exp_1.00e+00_coeff_9.71e-05_radius_1.68e-01,
0,0.00125986589363042,12.321144650604621,1.0,0.39976,0.52782,2001,exp_1.00e+00_coeff_1.02e-04_radius_1.26e-03,
0,24.749939063219212,91896.83415907042,1.0,0.0021271000000000003,0.020265000000000002,2000,exp_1.00e+00_coeff_2.69e-04_radius_2.47e+01,
0,5.814103605344872,0.012199999021301347,1.0,0.39992,6762.8,2000,exp_1.00e+00_coeff_4.77e+02_radius_5.81e+00,
0,12.748141180854002,0.013987300326949602,1.0,0.39996,27163.0,2000,exp_1.00e+00_coeff_9.11e+02_radius_1.27e+01,
0,62.596377789931076,0.12915746981127382,1.0,0.39991,70327.0,2000,exp_1.00e+00_coeff_4.85e+02_radius_6.26e+01,
0,0.7049080576067378,3.6085588018997967,1.0,0.37185999999999997,2.0191,2001,exp_1.00e+00_coeff_1.95e-01_radius_7.05e-01,
0,0.0010153416419468957,0.02469314834427989,1.0,0.4,263.51,2000,exp_1.00e+00_coeff_4.11e-02_radius_1.02e-03,
0,0.0010246979204092876,2.2512584834565175e-06,1.0,0.4,2504700.0,2001,exp_1.00e+00_coeff_4.55e+02_radius_1.02e-03,
0,0.7396842006054728,0.11897913788429106,1.0,0.39891,65.66199999999999,2000,exp_1.00e+00_coeff_6.22e+00_radius_7.40e-01,
0,6.7894796819321535,184.41842917319732,1.0,0.076641,0.26821,2000,exp_1.00e+00_coeff_3.68e-02_radius_6.79e+00,
0,1.4098205227753757,0.009023769585611211,1.0,0.39989,1234.5,2000,exp_1.00e+00_coeff_1.56e+02_radius_1.41e+00,
0,0.746325104821531,0.6726972651558106,1.0,0.39393,11.533,2001,exp_1.00e+00_coeff_1.11e+00_radius_7.46e-01,
0,0.008394980728385784,0.0034484402863688593,1.0,0.4,1886.3,2001,exp_1.00e+00_coeff_2.43e+00_radius_8.39e-03,
0,205.30325895934442,0.202966461692367,1.0,0.39996,481290.0,2001,exp_1.00e+00_coeff_1.01e+03_radius_2.05e+02,
0,105.01732943914867,38.92389806752159,1.0,0.38413,640.62,2000,exp_1.00e+00_coeff_2.70e+00_radius_1.05e+02,
0,0.004962199942740316,0.0006811411549271587,1.0,0.4,9550.8,2000,exp_1.00e+00_coeff_7.29e+00_radius_4.96e-03,
0,0.3382543960875552,21.16333338181585,1.0,0.32919,0.2852,2000,exp_1.00e+00_coeff_1.60e-02_radius_3.38e-01,
0,223.7141915696804,519526.3356420513,1.0,0.00030237,0.090435,5000,exp_1.00e+00_coeff_4.31e-04_radius_2.24e+02,
0,62.09770893498965,47582.63197955955,1.0,0.0020358,0.050767,1999,exp_1.00e+00_coeff_1.31e-03_radius_6.21e+01,
0,0.017584433881934924,0.00047086111503846155,1.0,0.4,13815.0,2001,exp_1.00e+00_coeff_3.73e+01_radius_1.76e-02,
0,28.85929425555999,60.92429320232532,1.0,0.31346999999999997,26.399,2001,exp_1.00e+00_coeff_4.74e-01_radius_2.89e+01,
0,1248.6413254654472,5806.0879883459875,1.0,0.19960999999999998,259.47,14996,exp_1.00e+00_coeff_2.15e-01_radius_1.25e+03,
0,54.93367724511058,0.2982117870851433,1.0,0.39976999999999996,23455.0,2001,exp_1.00e+00_coeff_1.84e+02_radius_5.49e+01,
0,576.1503766864139,0.6322386786638858,1.0,0.39995,1216800.0,2001,exp_1.00e+00_coeff_9.11e+02_radius_5.76e+02,
0,58.60202589302179,51.14437602282712,1.0,0.36305,147.06,2001,exp_1.00e+00_coeff_1.15e+00_radius_5.86e+01,
0,0.009411562537233019,7.761147779746592,1.0,0.39887,0.8370700000000001,2000,exp_1.00e+00_coeff_1.21e-03_radius_9.41e-03,
0,0.004171542474885245,0.00013462814705739946,1.0,0.4,48292.0,2000,exp_1.00e+00_coeff_3.10e+01_radius_4.17e-03,
0,0.798699415843217,300.75623776666134,1.0,0.1243,0.06271499999999999,2000,exp_1.00e+00_coeff_2.66e-03_radius_7.99e-01,
0,0.07681414985204489,132.83121907276433,1.0,0.30885999999999997,0.043397000000000005,2001,exp_1.00e+00_coeff_5.78e-04_radius_7.68e-02,
0,504.4968329456118,963362.4610725023,1.0,0.00024044,121.39,5000,exp_1.00e+00_coeff_5.24e-04_radius_5.04e+02,
0,0.0023330173686511974,0.8488389432445133,1.0,0.39997,7.6646,2000,exp_1.00e+00_coeff_2.75e-03_radius_2.33e-03,
0,0.08261887317870924,0.0024133661070928044,1.0,0.4,2702.9,2001,exp_1.00e+00_coeff_3.42e+01_radius_8.26e-02,
0,0.08364871403356498,0.0004938087327159426,1.0,0.4,13209.0,2001,exp_1.00e+00_coeff_1.69e+02_radius_8.36e-02,
0,0.35836766166353357,0.00042902953637727944,1.0,0.4,15901.0,2001,exp_1.00e+00_coeff_8.35e+02_radius_3.58e-01,
0,0.002247451180187125,9.695877327318197,1.0,0.39966,0.67066,2001,exp_1.00e+00_coeff_2.32e-04_radius_2.25e-03,
0,0.07865972975564299,0.06968421878769028,1.0,0.39991,93.572,2000,exp_1.00e+00_coeff_1.13e+00_radius_7.87e-02,
0,11.508280297477524,326.5844296474293,1.0,0.04931,0.25597,2000,exp_1.00e+00_coeff_3.52e-02_radius_1.15e+01,
0,0.7315510107699548,7705.437823480165,1.0,0.031177,0.011290000000000001,2000,exp_1.00e+00_coeff_9.49e-05_radius_7.32e-01,
0,0.004162532180805763,18.234394206937928,1.0,0.39882,0.35614,2001,exp_1.00e+00_coeff_2.28e-04_radius_4.16e-03,
0,0.016488592163613147,12.400655890078747,1.0,0.39686,0.5223399999999999,2001,exp_1.00e+00_coeff_1.33e-03_radius_1.65e-02,
0,12.042903004065517,61.146424184222866,1.0,0.22191,2.5653,2001,exp_1.00e+00_coeff_1.97e-01_radius_1.20e+01,
0,0.033750478293860894,0.004898681949216967,1.0,0.4,1328.8,2000,exp_1.00e+00_coeff_6.89e+00_radius_3.38e-02,
0,0.021447152795733993,3.2640115279453217,1.0,0.39891,1.9902,2001,exp_1.00e+00_coeff_6.57e-03_radius_2.14e-02,
0,0.002523364241496384,3.5966953109271066e-05,1.0,0.4,181810.0,2000,exp_1.00e+00_coeff_7.02e+01_radius_2.52e-03,
0,0.008576944659847024,2.135317966610169e-05,1.0,0.4,304120.0,2000,exp_1.00e+00_coeff_4.02e+02_radius_8.58e-03,
0,102.87882660615728,7.029356133326929,1.0,0.39708000000000004,3473.0,2001,exp_1.00e+00_coeff_1.46e+01_radius_1.03e+02,
0,0.0020181767474798337,0.004487687585057793,1.0,0.4,1449.5,2001,exp_1.00e+00_coeff_4.50e-01_radius_2.02e-03,
0,23.981228186760905,0.05942290386301648,1.0,0.3999,22482.0,2001,exp_1.00e+00_coeff_4.04e+02_radius_2.40e+01,
0,0.03676256538609223,0.0004544579129758425,1.0,0.4,14318.0,2001,exp_1.00e+00_coeff_8.09e+01_radius_3.68e-02,
0,2.843308150225343,0.10398760227579544,1.0,0.39896,235.99,2000,exp_1.00e+00_coeff_2.73e+01_radius_2.84e+00,
0,12.541810325410504,0.025565604737502596,1.0,0.39992,14388.0,2001,exp_1.00e+00_coeff_4.91e+02_radius_1.25e+01,
0,454.7766277214027,5.624519862708568,1.0,0.39947,85149.0,2001,exp_1.00e+00_coeff_8.09e+01_radius_4.55e+02,
0,55.67040530706366,120215.62466218269,1.0,0.0011072,0.028572000000000004,2000,exp_1.00e+00_coeff_4.63e-04_radius_5.57e+01,
0,0.17168735792282153,0.15144631635500116,1.0,0.3996,43.418,2000,exp_1.00e+00_coeff_1.13e+00_radius_1.72e-01,
0,0.03390906108485352,0.0008651145670674214,1.0,0.4,7524.0,2000,exp_1.00e+00_coeff_3.92e+01_radius_3.39e-02,
0,0.08012181685299015,5.0686679715122755,1.0,0.39388,1.2755,2000,exp_1.00e+00_coeff_1.58e-02_radius_8.01e-02,
0,1139.8104923634046,2148838.1469112416,1.0,8.3173e-05,1.3895,15000,exp_1.00e+00_coeff_5.30e-04_radius_1.14e+03,
0,0.15873028686031487,26.295990072300697,1.0,0.35124,0.23046999999999998,2000,exp_1.00e+00_coeff_6.04e-03_radius_1.59e-01,
0,0.037601901808880074,30.75106564375046,1.0,0.38353000000000004,0.20644,2000,exp_1.00e+00_coeff_1.22e-03_radius_3.76e-02,
0,136.0736505245117,652.550345572718,1.0,0.19685999999999998,24.913,2001,exp_1.00e+00_coeff_2.09e-01_radius_1.36e+02,
0,118.27253485137881,0.7005143689316278,1.0,0.39975,46266.0,2001,exp_1.00e+00_coeff_1.69e+02_radius_1.18e+02,
0,986.9986788879108,173427.66900571823,1.0,0.00069026,0.10703,15000,exp_1.00e+00_coeff_5.69e-03_radius_9.87e+02,
0,113.26865979036195,36952.53626594267,1.0,0.0019721,0.067396,2000,exp_1.00e+00_coeff_3.07e-03_radius_1.13e+02,
0,0.6922117558993911,0.003798381043727957,1.0,0.39997,2018.6,2000,exp_1.00e+00_coeff_1.82e+02_radius_6.92e-01,
0,0.08098116969864862,297.66011860554335,1.0,0.25665,0.021883,2001,exp_1.00e+00_coeff_2.72e-04_radius_8.10e-02,
0,0.30974830211784327,3007.6758025036647,1.0,0.070758,0.011976,2000,exp_1.00e+00_coeff_1.03e-04_radius_3.10e-01,
0,90.6953099120828,15.320848175257822,1.0,0.39278,1229.8,2001,exp_1.00e+00_coeff_5.92e+00_radius_9.07e+01,
0,0.0010446557746929728,0.004898555030965251,1.0,0.4,1327.7,2001,exp_1.00e+00_coeff_2.13e-01_radius_1.04e-03,
0,5.777858399660548,58093.0481706143,1.0,0.0043015,0.011515000000000001,2000,exp_1.00e+00_coeff_9.95e-05_radius_5.78e+00,
0,0.003920228272913114,7.733437399142595,1.0,0.39953,0.84088,2000,exp_1.00e+00_coeff_5.07e-04_radius_3.92e-03,
0,0.3183344715244651,44.95321822287809,1.0,0.29069,0.1334,2001,exp_1.00e+00_coeff_7.08e-03_radius_3.18e-01,
0,0.14637031757195076,0.004589925176795146,1.0,0.39999,1429.1,2000,exp_1.00e+00_coeff_3.19e+01_radius_1.46e-01,
0,0.3324683058546383,0.10998055145987984,1.0,0.39946,61.57899999999999,2000,exp_1.00e+00_coeff_3.02e+00_radius_3.32e-01,
0,25.381629165873125,0.02687442642878895,1.0,0.39996,55677.0,2001,exp_1.00e+00_coeff_9.44e+02_radius_2.54e+01,
0,0.020525317418131364,109.84260439509019,1.0,0.37024,0.056507,2000,exp_1.00e+00_coeff_1.87e-04_radius_2.05e-02,
0,56.05694406366877,18.515769306011286,1.0,0.38597,384.67,2000,exp_1.00e+00_coeff_3.03e+00_radius_5.61e+01,
0,0.2887458258347845,0.04155678214129688,1.0,0.39982,161.46,2000,exp_1.00e+00_coeff_6.95e+00_radius_2.89e-01,
0,0.6620479858678604,0.001430106847513459,1.0,0.39999,5292.5,2001,exp_1.00e+00_coeff_4.63e+02_radius_6.62e-01,
0,3.1502321535849047,0.01607764677932773,1.0,0.39985,1783.1,2000,exp_1.00e+00_coeff_1.96e+02_radius_3.15e+00,
0,2.8754582733380794,1.0419309088537574,1.0,0.38983,23.301,2001,exp_1.00e+00_coeff_2.76e+00_radius_2.88e+00,
0,0.00199832782310898,9.603544987673086e-06,1.0,0.4,674130.0,2000,exp_1.00e+00_coeff_2.08e+02_radius_2.00e-03,
0,1034.397357306954,389.7051016622274,1.0,0.38377,6206.8,2001,exp_1.00e+00_coeff_2.65e+00_radius_1.03e+03,
0,0.07672719375187459,0.004782879786736856,1.0,0.39999,1363.2,2001,exp_1.00e+00_coeff_1.60e+01_radius_7.67e-02,
0,235.5127910407064,258.7264198413536,1.0,0.35281999999999997,463.16,4995,exp_1.00e+00_coeff_9.10e-01_radius_2.36e+02,
0,0.03853512616826245,0.07078498460586308,1.0,0.39996,91.96700000000001,2001,exp_1.00e+00_coeff_5.44e-01_radius_3.85e-02,
0,3.4771693828455157,2337.0494596328817,1.0,0.02696,0.044746,2001,exp_1.00e+00_coeff_1.49e-03_radius_3.48e+00,
0,0.36721282381701403,660.7093295841821,1.0,0.12301,0.028441,2000,exp_1.00e+00_coeff_5.56e-04_radius_3.67e-01,
0,0.0809996252493203,10.211437597209617,1.0,0.38797,0.62731,2001,exp_1.00e+00_coeff_7.93e-03_radius_8.10e-02,
0,1.4012583715857205,6.653359523228173,1.0,0.33903,1.4345,2001,exp_1.00e+00_coeff_2.11e-01_radius_1.40e+00,
0,474.64446930172045,15.550298922263455,1.0,0.39859,33499.0,2001,exp_1.00e+00_coeff_3.05e+01_radius_4.75e+02,
0,0.0024932451001312534,28.984930426129523,1.0,0.39888,0.22407,2001,exp_1.00e+00_coeff_8.60e-05_radius_2.49e-03,
0,57.37544124459601,8.383604542864562,1.0,0.39379000000000003,900.96,2001,exp_1.00e+00_coeff_6.84e+00_radius_5.74e+01,
0,1.5267809097714862,0.1199717500673312,1.0,0.3986,98.93299999999999,2001,exp_1.00e+00_coeff_1.27e+01_radius_1.53e+00,
0,2.7340584044909377,402.46074561834524,1.0,0.068302,0.09986,2001,exp_1.00e+00_coeff_6.79e-03_radius_2.73e+00,
0,0.0018105101155312172,4.749752638135048e-05,1.0,0.4,138850.0,2000,exp_1.00e+00_coeff_3.81e+01_radius_1.81e-03,
0,0.08568688208383442,0.014116186136425594,1.0,0.39998,462.13,2001,exp_1.00e+00_coeff_6.07e+00_radius_8.57e-02,
0,0.017049119545955015,176.7141521875657,1.0,0.36208,0.034638,2000,exp_1.00e+00_coeff_9.65e-05_radius_1.70e-02,
0,257.1394390044079,1087.302090056009,1.0,0.21908000000000002,70.65,4995,exp_1.00e+00_coeff_2.36e-01_radius_2.57e+02,
0,1.570670186932252,1270.906815230501,1.0,0.050713999999999995,0.04133,2000,exp_1.00e+00_coeff_1.24e-03_radius_1.57e+00,
0,1.2450808435817426,5761.656414830956,1.0,0.028333999999999998,0.017018000000000002,2001,exp_1.00e+00_coeff_2.16e-04_radius_1.25e+00,
0,0.018252294292620257,0.0028552468614479573,1.0,0.4,2279.0,2000,exp_1.00e+00_coeff_6.39e+00_radius_1.83e-02,
0,0.004392918157122027,5.975970412020895e-05,1.0,0.4,109050.0,2000,exp_1.00e+00_coeff_7.35e+01_radius_4.39e-03,
0,0.03339382781964165,0.3128973417550074,1.0,0.39984000000000003,20.796999999999997,2001,exp_1.00e+00_coeff_1.07e-01_radius_3.34e-02,
0,0.16419566556428225,0.0019402385545034566,1.0,0.4,3387.3,2001,exp_1.00e+00_coeff_8.46e+01_radius_1.64e-01,
0,0.0021152751947597953,0.13168544862664347,1.0,0.4,49.412,2000,exp_1.00e+00_coeff_1.61e-02_radius_2.12e-03,
0,0.09191701047464056,0.1898732242249147,1.0,0.39973000000000003,34.354,2001,exp_1.00e+00_coeff_4.84e-01_radius_9.19e-02,
0,0.03775278259765778,3.9404545855383745e-05,1.0,0.4,165180.0,2001,exp_1.00e+00_coeff_9.58e+02_radius_3.78e-02,
0,1.3365163842857783,0.0167504209990836,1.0,0.39981,637.62,2001,exp_1.00e+00_coeff_7.98e+01_radius_1.34e+00,
0,0.6142844283029272,440.5977712688736,1.0,0.11864000000000001,0.045146,2001,exp_1.00e+00_coeff_1.39e-03_radius_6.14e-01,
0,0.0010735252114742896,0.012840380208695466,1.0,0.4,506.67,2000,exp_1.00e+00_coeff_8.36e-02_radius_1.07e-03,
0,122.75068625280608,16137.607230731302,1.0,0.0029835,0.10580999999999999,2000,exp_1.00e+00_coeff_7.61e-03_radius_1.23e+02,
0,0.0010263078046179944,1.8799736595367824,1.0,0.39997,3.4596,2001,exp_1.00e+00_coeff_5.46e-04_radius_1.03e-03,
0,871.1070695839409,0.8680885143105319,1.0,0.39996,2025800.0,2000,exp_1.00e+00_coeff_1.00e+03_radius_8.71e+02,
0,0.17883579294411428,285.7462163796748,1.0,0.20936,0.031104000000000003,2001,exp_1.00e+00_coeff_6.26e-04_radius_1.79e-01,
0,0.32716375228612105,0.003985490367248088,1.0,0.39998,1698.5,2000,exp_1.00e+00_coeff_8.21e+01_radius_3.27e-01,
