Ric_adim,coeff_velocity,exp,sum_phi,delta,r0_supercooling,tau_ic,r_dot
200.00000000000003,0.03162277660168379,0.5,0.0082681,0.028446,194.00000000000003,40000000.000000015,2.4999999999999994e-06
200.00000000000003,0.03162277660168379,0.5,0.008501799999999999,0.13555999999999999,196.00000000000003,40000000.000000015,2.4999999999999994e-06
200.00000000000003,0.03162277660168379,0.5,0.0090009,0.020072,198.00000000000003,40000000.000000015,2.4999999999999994e-06
200.00000000000003,0.03162277660168379,0.5,0.010576,0.16798,200.00000000000003,40000000.000000015,2.4999999999999994e-06
200.00000000000003,0.06309573444801933,0.5,0.0016579000000000001,0.28438,96.00000000000001,10047545.726038322,9.952679263837432e-06
200.00000000000003,0.06309573444801933,0.5,0.0018184000000000002,0.58302,104.00000000000001,10047545.726038322,9.952679263837432e-06
200.00000000000003,0.06309573444801933,0.5,0.0027843000000000004,-0.027208999999999997,112.00000000000003,10047545.726038322,9.952679263837432e-06
200.00000000000003,0.06309573444801933,0.5,0.0032228,0.025921,120.00000000000001,10047545.726038322,9.952679263837432e-06
200.00000000000003,0.06309573444801933,0.5,0.0034951,0.031029,128.00000000000003,10047545.726038322,9.952679263837432e-06
200.00000000000003,0.06309573444801933,0.5,0.0039770000000000005,0.022075,136.00000000000003,10047545.726038322,9.952679263837432e-06
200.00000000000003,0.06309573444801933,0.5,0.0045996000000000006,0.021376,144.00000000000003,10047545.726038322,9.952679263837432e-06
200.00000000000003,0.06309573444801933,0.5,0.0050787,0.65514,152.00000000000003,10047545.726038322,9.952679263837432e-06
200.00000000000003,0.06309573444801933,0.5,0.0055085,0.75848,160.00000000000003,10047545.726038322,9.952679263837432e-06
200.00000000000003,0.06309573444801933,0.5,0.0062604,0.30793000000000004,180.00000000000003,10047545.726038322,9.952679263837432e-06
200.00000000000003,0.06309573444801933,0.5,0.006809300000000001,0.18209,172.00000000000003,10047545.726038322,9.952679263837432e-06
200.00000000000003,0.06309573444801933,0.5,0.0070802999999999994,0.35975999999999997,168.00000000000003,10047545.726038322,9.952679263837432e-06
200.00000000000003,0.06309573444801933,0.5,0.0071178,0.079364,164.0,10047545.726038322,9.952679263837432e-06
200.00000000000003,0.06309573444801933,0.5,0.0080065,0.1124,176.00000000000003,10047545.726038322,9.952679263837432e-06
200.00000000000003,0.06309573444801933,0.5,0.009362,0.036547,184.00000000000003,10047545.726038322,9.952679263837432e-06
200.00000000000003,0.06309573444801933,0.5,0.0098573,0.069211,188.00000000000003,10047545.726038322,9.952679263837432e-06
200.00000000000003,0.06309573444801933,0.5,0.011670999999999999,0.068839,192.00000000000003,10047545.726038322,9.952679263837432e-06
200.00000000000003,0.06309573444801933,0.5,0.012431999999999999,-0.016777,196.00000000000003,10047545.726038322,9.952679263837432e-06
200.00000000000003,0.06309573444801933,0.5,0.047798,0.42103999999999997,200.00000000000003,10047545.726038322,9.952679263837432e-06
200.00000000000003,0.1,0.5,0.00053247,1.158,12.000000000000002,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.00055914,1.158,16.000000000000004,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.00058223,0.090046,60.00000000000001,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.00060446,1.158,20.000000000000004,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.0006637,1.158,24.000000000000004,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.00067683,1.1035,36.00000000000001,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.00071633,0.044763,64.00000000000001,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.00073601,1.158,28.000000000000007,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.00078245,1.1204,40.00000000000001,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.00081982,1.158,32.00000000000001,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.0008976,1.1373,44.00000000000001,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.00094798,0.042492,68.00000000000001,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.0010257,0.03495,72.00000000000001,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.0011573,1.1035,52.00000000000001,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.0012607999999999999,1.158,48.00000000000001,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.0013027000000000002,1.1204,56.000000000000014,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.0013285999999999999,0.023427,84.00000000000001,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.00133,0.029686,76.00000000000001,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.0015578,0.11373,80.00000000000001,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.0016089000000000001,0.16947,88.00000000000001,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.0017899,0.30754000000000004,108.00000000000003,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.0022783,0.023968,96.00000000000001,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.0023844,0.05384,92.00000000000001,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.0026765,0.12139000000000001,100.00000000000001,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.0029563000000000002,0.031434,104.00000000000001,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.0033583,0.1308,120.00000000000001,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.0035289,0.028198,112.00000000000003,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.0037717,0.049308,116.00000000000001,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.0045988,0.14307,132.00000000000003,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.0051039,-0.033995,124.00000000000001,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.0051986,0.12082000000000001,128.00000000000003,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.0055597,0.027085,136.00000000000003,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.0067596999999999996,0.060346000000000004,140.0,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.007022800000000001,0.08288999999999999,152.00000000000003,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.0077361999999999995,0.1441,148.00000000000003,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.008185600000000001,0.063181,160.00000000000003,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.010104,0.10407000000000001,164.0,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.010612,0.04451,172.00000000000003,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.011258,0.07230299999999999,176.00000000000003,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.011373999999999999,0.074282,168.00000000000003,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.01215,0.14002,188.00000000000003,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.012197,0.04389,180.00000000000003,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.013423,0.034901999999999996,184.00000000000003,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.015066999999999999,0.076422,192.00000000000003,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.015797,0.76026,194.00000000000003,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.016617,-0.02436,196.00000000000003,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.021678,0.0,198.00000000000003,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,0.12630999999999998,1.2859,200.00000000000003,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,,0.0,156.00000000000003,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.1,0.5,,0.0,144.00000000000003,4000000.000000001,2.4999999999999998e-05
200.00000000000003,0.19952623149688797,0.5,0.00052154,0.10599000000000001,8.000000000000002,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.00058155,0.10667,16.000000000000004,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.00073721,0.11118,24.000000000000004,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.0010042,0.10379000000000001,32.00000000000001,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.0013754000000000001,0.10163,40.00000000000001,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.0018409000000000003,0.10346,48.00000000000001,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.0023851999999999996,0.10633,56.000000000000014,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.002983,0.11189,64.00000000000001,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.0035374000000000004,0.052533,112.00000000000003,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.0036008000000000004,0.10363,72.00000000000001,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.004141399999999999,0.09982100000000001,80.00000000000001,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.0043258,0.045261,120.00000000000001,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.0046945,0.099494,88.00000000000001,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.0054794,0.10279,96.00000000000001,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.0058089,0.083781,128.00000000000003,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.0062935000000000005,-0.067675,104.00000000000001,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.0080146,0.043724,136.00000000000003,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.010179,0.071664,144.00000000000003,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.014079,0.09850700000000001,160.00000000000003,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.014866999999999998,0.047381,152.00000000000003,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.017781,0.035529000000000005,164.0,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.018261000000000003,0.038978,172.00000000000003,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.018690000000000002,0.041651,168.00000000000003,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.022837,-0.038879000000000004,180.00000000000003,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.02453,0.035435,184.00000000000003,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.026133999999999998,-0.05401,188.00000000000003,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.027985000000000003,0.050858999999999994,192.00000000000003,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.032844,-0.037977,196.00000000000003,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,0.31417,232.6,200.00000000000003,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.19952623149688797,0.5,,0.0,176.00000000000003,1004754.5726038323,9.95267926383743e-05
200.00000000000003,0.31622776601683794,0.5,0.0010977,0.048097,4.000000000000001,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.0011063,0.047343,8.000000000000002,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.0011115,0.048728,12.000000000000002,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.0011715999999999999,0.046837000000000004,16.000000000000004,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.0012505,0.047088,20.000000000000004,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.0013465999999999999,0.049636,24.000000000000004,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.0015063,0.048727,28.000000000000007,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.0016884,0.050273000000000005,32.00000000000001,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.0019355999999999998,0.048165,36.00000000000001,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.0022076,0.048436,40.00000000000001,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.0025057,0.051275,44.00000000000001,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.002872,0.049699,48.00000000000001,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.0032673000000000003,0.050088,52.00000000000001,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.0037306999999999996,0.046595,56.000000000000014,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.004173,0.050868000000000003,60.00000000000001,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.004677399999999999,0.051627,64.00000000000001,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.005235899999999999,0.048208999999999995,68.00000000000001,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.0058119999999999995,0.047342,72.00000000000001,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.0063932,0.048322000000000004,76.00000000000001,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.0070291,0.046130000000000004,80.00000000000001,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.0076097,0.051551,84.00000000000001,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.008268600000000001,0.047356999999999996,88.00000000000001,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.008871799999999999,0.05148099999999999,92.00000000000001,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.0095205,0.046082,96.00000000000001,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.010067,0.048379000000000005,100.00000000000001,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.010645,0.047461,104.00000000000001,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.011098,0.048552,108.00000000000003,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.011573,0.046357999999999996,112.00000000000003,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.012062999999999999,0.046219,116.00000000000001,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.012502,0.047931,120.00000000000001,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.013285,0.046594,124.00000000000001,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.013963999999999999,-0.040034,128.00000000000003,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.014766999999999999,0.61446,132.00000000000003,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.015813,-0.12078,136.00000000000003,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.016722,0.053483,140.0,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.017466,0.049139999999999996,144.00000000000003,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.018668999999999998,0.049288,148.00000000000003,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.019834,0.051522000000000005,152.00000000000003,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.021199000000000003,-0.043338999999999996,156.00000000000003,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.022074,0.047826,160.00000000000003,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.023508,-0.045101,164.0,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.02513,0.050123,168.00000000000003,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.026906,-0.051851999999999995,172.00000000000003,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.027946,-0.034609,176.00000000000003,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.029789999999999997,0.047692,180.00000000000003,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.032394,0.049491,184.00000000000003,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.034424,0.049355,188.00000000000003,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.0398,0.062476,192.00000000000003,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.044039,0.046217,194.00000000000003,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.052427999999999995,-0.049341,196.00000000000003,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.075304,0.37587,198.00000000000003,400000.00000000006,0.00025
200.00000000000003,0.31622776601683794,0.5,0.36569,619.51,200.00000000000003,400000.00000000006,0.00025
200.00000000000003,0.5023772863019159,0.5,0.0026395,0.060041,0.0,158489.31924611147,0.0006309573444801929
200.00000000000003,0.5023772863019159,0.5,0.0027793,0.059098000000000005,20.000000000000004,158489.31924611147,0.0006309573444801929
200.00000000000003,0.5023772863019159,0.5,0.0039154,0.063669,40.00000000000001,158489.31924611147,0.0006309573444801929
200.00000000000003,0.5023772863019159,0.5,0.0066815,0.059891,60.00000000000001,158489.31924611147,0.0006309573444801929
200.00000000000003,0.5023772863019159,0.5,0.010906,0.072525,80.00000000000001,158489.31924611147,0.0006309573444801929
200.00000000000003,0.5023772863019159,0.5,0.016773,0.06034199999999999,100.00000000000001,158489.31924611147,0.0006309573444801929
200.00000000000003,0.5023772863019159,0.5,0.023249000000000002,0.06273200000000001,120.00000000000001,158489.31924611147,0.0006309573444801929
200.00000000000003,0.5023772863019159,0.5,0.028442000000000002,0.065376,140.0,158489.31924611147,0.0006309573444801929
200.00000000000003,0.5023772863019159,0.5,0.032572000000000004,0.075991,160.00000000000003,158489.31924611147,0.0006309573444801929
200.00000000000003,0.5023772863019159,0.5,0.033616,0.066358,164.0,158489.31924611147,0.0006309573444801929
200.00000000000003,0.5023772863019159,0.5,0.036176,0.076543,168.00000000000003,158489.31924611147,0.0006309573444801929
200.00000000000003,0.5023772863019159,0.5,0.037965,-1.6015,172.00000000000003,158489.31924611147,0.0006309573444801929
200.00000000000003,0.5023772863019159,0.5,0.040223,0.068328,176.00000000000003,158489.31924611147,0.0006309573444801929
200.00000000000003,0.5023772863019159,0.5,0.043349,-0.051091000000000004,180.00000000000003,158489.31924611147,0.0006309573444801929
200.00000000000003,0.5023772863019159,0.5,0.046833,-0.070503,184.00000000000003,158489.31924611147,0.0006309573444801929
200.00000000000003,0.5023772863019159,0.5,0.052062,-1.0989,188.00000000000003,158489.31924611147,0.0006309573444801929
200.00000000000003,0.5023772863019159,0.5,0.062641,0.070743,192.00000000000003,158489.31924611147,0.0006309573444801929
200.00000000000003,0.5023772863019159,0.5,0.088916,6.5087,196.00000000000003,158489.31924611147,0.0006309573444801929
200.00000000000003,0.5023772863019159,0.5,0.38639,1515.5,200.00000000000003,158489.31924611147,0.0006309573444801929
200.00000000000003,0.6309573444801932,0.5,0.0039339,0.071903,8.000000000000002,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.0041099,0.076875,16.000000000000004,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.0041486000000000006,0.072104,24.000000000000004,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.0045843,0.072015,32.00000000000001,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.0054476,0.07650900000000001,40.00000000000001,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.0062968,0.072135,48.00000000000001,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.0076209,0.094345,56.000000000000014,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.009264399999999999,0.090303,64.00000000000001,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.011182,0.072021,72.00000000000001,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.013634,0.075647,80.00000000000001,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.016105,0.07195800000000001,88.00000000000001,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.019031,0.072508,96.00000000000001,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.022349,0.08644500000000001,104.00000000000001,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.025927999999999996,0.077686,112.00000000000003,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.029615,0.082864,120.00000000000001,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.033427,0.072006,128.00000000000003,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.037238,0.07216,136.00000000000003,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.040591,0.080202,144.00000000000003,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.043054,-0.070124,152.00000000000003,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.043285000000000004,0.086232,164.0,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.044863,-0.069474,160.00000000000003,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.046191,0.077961,168.00000000000003,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.047736,0.08443400000000001,172.00000000000003,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.049717000000000004,0.089885,176.00000000000003,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.055023,-0.095264,180.00000000000003,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.059349,-0.070921,184.00000000000003,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.067922,0.093926,188.00000000000003,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.082819,0.14538,192.00000000000003,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.1167,0.48244,196.00000000000003,100475.45726038322,0.0009952679263837431
200.00000000000003,0.6309573444801932,0.5,0.39137,2361.9,200.00000000000003,100475.45726038322,0.0009952679263837431
200.00000000000003,0.709626778467151,0.5,0.0049442,0.094569,16.000000000000004,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.0049637,0.087979,0.0,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.0050943,0.08026799999999999,8.000000000000002,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.005280699999999999,0.08050700000000001,24.000000000000004,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.0057781,0.095308,32.00000000000001,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.0065075,0.09630599999999999,40.00000000000001,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.007424299999999999,0.083707,48.00000000000001,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.0088333,0.082028,56.000000000000014,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.010659,0.096772,64.00000000000001,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.012624,0.084833,72.00000000000001,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.015101,0.084565,80.00000000000001,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.017894999999999998,0.09345,88.00000000000001,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.021148,0.090686,96.00000000000001,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.024914,0.080278,104.00000000000001,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.028805,0.08419600000000001,112.00000000000003,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.033086000000000004,0.083251,120.00000000000001,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.037573,0.09089900000000001,128.00000000000003,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.042302,-0.093918,136.00000000000003,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.047185000000000005,0.08912300000000001,144.00000000000003,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.051396000000000004,0.085889,152.00000000000003,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.053928,-0.080775,160.00000000000003,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.055402,0.08061499999999999,164.0,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.056634000000000004,-0.084953,168.00000000000003,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.058539,0.08530800000000001,172.00000000000003,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.061637,-0.08348799999999999,176.00000000000003,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.06402100000000001,-0.081441,180.00000000000003,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.070559,0.21841999999999998,184.00000000000003,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.079764,0.078475,188.00000000000003,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.09562000000000001,-2.3729,192.00000000000003,79432.82347242814,0.0012589254117941677
200.00000000000003,0.709626778467151,0.5,0.13293,0.62738,196.00000000000003,79432.82347242814,0.0012589254117941677
200.00000000000003,1.0,0.5,0.009681100000000002,0.11712,12.000000000000002,40000.000000000015,0.0024999999999999996
200.00000000000003,1.0,0.5,0.009682600000000001,0.11712,4.000000000000001,40000.000000000015,0.0024999999999999996
200.00000000000003,1.0,0.5,0.009714299999999999,0.11745,20.000000000000004,40000.000000000015,0.0024999999999999996
200.00000000000003,1.0,0.5,0.0098009,0.11713,24.000000000000004,40000.000000000015,0.0024999999999999996
200.00000000000003,1.0,0.5,0.009809700000000001,0.1345,8.000000000000002,40000.000000000015,0.0024999999999999996
200.00000000000003,1.0,0.5,0.0098119,0.13566,16.000000000000004,40000.000000000015,0.0024999999999999996
200.00000000000003,1.0,0.5,0.010051000000000001,0.13565,28.000000000000007,40000.000000000015,0.0024999999999999996
