iteration_number time radius radius_size sum_phi r_dot velocity_top max_velocity RMS_velocity thickness_boundary porosity_center
79 1.3775e-02 2.1250e-01 86 4.0000e-01 1.5492e+01 -1.9141e-05 -2.5449e-07 -1.6744e-05 4.3497e+05 4.0000e-01
80 1.3791e-02 2.1250e-01 86 4.0000e-01 1.5492e+01 -1.9141e-05 -2.5449e-07 -1.6744e-05 4.2816e+05 4.0000e-01
81 1.3807e-02 2.1250e-01 86 4.0000e-01 1.5492e+01 -1.9141e-05 -2.5449e-07 -1.6744e-05 4.2156e+05 4.0000e-01
82 1.3823e-02 2.1250e-01 86 4.0000e-01 1.5492e+01 -1.9141e-05 -2.5449e-07 -1.6744e-05 4.1515e+05 4.0000e-01
83 1.3839e-02 2.1250e-01 86 4.0000e-01 1.5492e+01 -1.9141e-05 -2.5449e-07 -1.6744e-05 4.0894e+05 4.0000e-01
84 1.3856e-02 2.1250e-01 86 4.0000e-01 1.5492e+01 -1.9141e-05 -2.5449e-07 -1.6744e-05 4.0291e+05 4.0000e-01
85 1.3872e-02 2.1250e-01 86 4.0000e-01 1.5492e+01 -1.9141e-05 -2.5449e-07 -1.6744e-05 3.9706e+05 4.0000e-01
86 1.3888e-02 2.1500e-01 87 4.0000e-01 1.5492e+01 -1.9816e-05 -2.6037e-07 -1.7334e-05 3.8256e+05 4.0000e-01
87 1.3904e-02 2.1500e-01 87 4.0000e-01 1.5492e+01 -1.9816e-05 -2.6037e-07 -1.7334e-05 3.7701e+05 4.0000e-01
88 1.3920e-02 2.1500e-01 87 4.0000e-01 1.5492e+01 -1.9816e-05 -2.6037e-07 -1.7334e-05 3.7163e+05 4.0000e-01
89 1.3936e-02 2.1500e-01 87 4.0000e-01 1.5492e+01 -1.9816e-05 -2.6037e-07 -1.7334e-05 3.6639e+05 4.0000e-01
90 1.3952e-02 2.1500e-01 87 4.0000e-01 1.5492e+01 -1.9816e-05 -2.6037e-07 -1.7334e-05 3.6130e+05 4.0000e-01
91 1.3969e-02 2.1500e-01 87 4.0000e-01 1.5492e+01 -1.9816e-05 -2.6037e-07 -1.7334e-05 3.5635e+05 4.0000e-01
92 1.3985e-02 2.1500e-01 87 4.0000e-01 1.5492e+01 -1.9816e-05 -2.6037e-07 -1.7334e-05 3.5153e+05 4.0000e-01
93 1.4001e-02 2.1500e-01 87 4.0000e-01 1.5492e+01 -1.9816e-05 -2.6037e-07 -1.7334e-05 3.4684e+05 4.0000e-01
94 1.4017e-02 2.1500e-01 87 4.0000e-01 1.5492e+01 -1.9816e-05 -2.6037e-07 -1.7334e-05 3.4227e+05 4.0000e-01
95 1.4033e-02 2.1500e-01 87 4.0000e-01 1.5492e+01 -1.9816e-05 -2.6037e-07 -1.7334e-05 3.3782e+05 4.0000e-01
